Order ID,Product,Category,Quantity,Price,Region,Date
5953,Headphones,Electronics,2,39464,South,2023-09-06 00:00:00
5954,Headphones,Accessories,1,21575,East,2023-09-06 01:00:00
5955,Tablet,Accessories,2,19626,East,2023-09-06 02:00:00
5956,Laptop,Electronics,3,27909,North,2023-09-06 03:00:00
5957,Tablet,Electronics,1,1457,South,2023-09-06 04:00:00
5958,Phone,Electronics,2,13079,West,2023-09-06 05:00:00
5959,Phone,Electronics,1,9621,West,2023-09-06 06:00:00
5960,Phone,Accessories,1,35264,South,2023-09-06 07:00:00
5961,Phone,Accessories,2,26316,East,2023-09-06 08:00:00
5962,Laptop,Accessories,1,34072,South,2023-09-06 09:00:00
5963,Headphones,Accessories,1,11911,South,2023-09-06 10:00:00
5964,Headphones,Electronics,1,42744,East,2023-09-06 11:00:00
5965,Tablet,Accessories,3,47068,South,2023-09-06 12:00:00
5966,Headphones,Accessories,2,13483,West,2023-09-06 13:00:00
5967,Headphones,Electronics,2,7278,South,2023-09-06 14:00:00
5968,Headphones,Electronics,4,43486,West,2023-09-06 15:00:00
5969,Laptop,Accessories,2,16502,North,2023-09-06 16:00:00
5970,Laptop,Electronics,4,34888,North,2023-09-06 17:00:00
5971,Headphones,Accessories,4,46046,South,2023-09-06 18:00:00
5972,Phone,Accessories,4,36986,South,2023-09-06 19:00:00
5973,Headphones,Accessories,2,11404,North,2023-09-06 20:00:00
5974,Tablet,Electronics,2,27747,East,2023-09-06 21:00:00
5975,Smartwatch,Electronics,2,48192,North,2023-09-06 22:00:00
5976,Tablet,Electronics,1,16831,South,2023-09-06 23:00:00
5977,Smartwatch,Accessories,2,6085,West,2023-09-07 00:00:00
5978,Laptop,Electronics,4,32344,North,2023-09-07 01:00:00
5979,Laptop,Electronics,1,5832,West,2023-09-07 02:00:00
5980,Headphones,Electronics,4,47228,East,2023-09-07 03:00:00
5981,Smartwatch,Accessories,3,5242,East,2023-09-07 04:00:00
5982,Laptop,Accessories,3,3040,East,2023-09-07 05:00:00
5983,Laptop,Electronics,2,17028,West,2023-09-07 06:00:00
5984,Headphones,Accessories,1,24165,North,2023-09-07 07:00:00
5985,Laptop,Accessories,3,26112,South,2023-09-07 08:00:00
5986,Smartwatch,Electronics,1,38939,North,2023-09-07 09:00:00
5987,Tablet,Accessories,3,9082,North,2023-09-07 10:00:00
5988,Laptop,Accessories,1,37321,South,2023-09-07 11:00:00
5989,Phone,Accessories,3,5790,South,2023-09-07 12:00:00
5990,Laptop,Electronics,4,48715,West,2023-09-07 13:00:00
5991,Tablet,Accessories,4,46611,South,2023-09-07 14:00:00
5992,Headphones,Accessories,2,22635,East,2023-09-07 15:00:00
5993,Headphones,Electronics,4,41606,South,2023-09-07 16:00:00
5994,Tablet,Electronics,2,37036,North,2023-09-07 17:00:00
5995,Headphones,Electronics,3,41557,South,2023-09-07 18:00:00
5996,Laptop,Accessories,2,32404,West,2023-09-07 19:00:00
5997,Smartwatch,Electronics,3,16537,South,2023-09-07 20:00:00
5998,Laptop,Electronics,4,2352,North,2023-09-07 21:00:00
5999,Smartwatch,Electronics,3,4081,East,2023-09-07 22:00:00
6000,Phone,Electronics,1,37211,South,2023-09-07 23:00:00
6001,Tablet,Accessories,3,18797,South,2023-09-08 00:00:00
6002,Tablet,Electronics,1,2957,West,2023-09-08 01:00:00
6003,Laptop,Accessories,3,3411,West,2023-09-08 02:00:00
6004,Headphones,Accessories,1,5197,North,2023-09-08 03:00:00
6005,Tablet,Accessories,3,27903,North,2023-09-08 04:00:00
6006,Smartwatch,Accessories,1,39658,East,2023-09-08 05:00:00
6007,Headphones,Electronics,2,16488,North,2023-09-08 06:00:00
6008,Smartwatch,Electronics,4,18262,West,2023-09-08 07:00:00
6009,Tablet,Accessories,3,24526,West,2023-09-08 08:00:00
6010,Smartwatch,Electronics,4,26369,North,2023-09-08 09:00:00
6011,Phone,Accessories,4,31734,East,2023-09-08 10:00:00
6012,Smartwatch,Electronics,3,19830,East,2023-09-08 11:00:00
6013,Laptop,Electronics,1,18023,East,2023-09-08 12:00:00
6014,Phone,Accessories,2,42640,West,2023-09-08 13:00:00
6015,Laptop,Accessories,2,40993,West,2023-09-08 14:00:00
6016,Smartwatch,Accessories,2,47938,East,2023-09-08 15:00:00
6017,Headphones,Electronics,1,20275,East,2023-09-08 16:00:00
6018,Laptop,Accessories,1,14531,West,2023-09-08 17:00:00
6019,Headphones,Electronics,4,40591,East,2023-09-08 18:00:00
6020,Phone,Electronics,2,37430,East,2023-09-08 19:00:00
6021,Smartwatch,Electronics,1,2988,East,2023-09-08 20:00:00
6022,Headphones,Accessories,4,23588,West,2023-09-08 21:00:00
6023,Laptop,Electronics,2,44668,East,2023-09-08 22:00:00
6024,Tablet,Electronics,4,48079,North,2023-09-08 23:00:00
6025,Phone,Accessories,1,15155,West,2023-09-09 00:00:00
6026,Phone,Electronics,3,34924,North,2023-09-09 01:00:00
6027,Headphones,Accessories,1,13778,North,2023-09-09 02:00:00
6028,Phone,Accessories,1,41209,South,2023-09-09 03:00:00
6029,Smartwatch,Accessories,1,47153,South,2023-09-09 04:00:00
6030,Phone,Electronics,4,47247,East,2023-09-09 05:00:00
6031,Smartwatch,Accessories,2,2028,East,2023-09-09 06:00:00
6032,Phone,Accessories,1,20978,North,2023-09-09 07:00:00
6033,Smartwatch,Accessories,2,646,North,2023-09-09 08:00:00
6034,Laptop,Electronics,3,4741,North,2023-09-09 09:00:00
6035,Laptop,Accessories,2,46260,West,2023-09-09 10:00:00
6036,Phone,Accessories,4,23992,West,2023-09-09 11:00:00
6037,Phone,Electronics,4,39509,North,2023-09-09 12:00:00
6038,Phone,Electronics,2,9818,East,2023-09-09 13:00:00
6039,Smartwatch,Electronics,3,861,South,2023-09-09 14:00:00
6040,Tablet,Electronics,3,2432,North,2023-09-09 15:00:00
6041,Phone,Electronics,2,27094,West,2023-09-09 16:00:00
6042,Phone,Electronics,3,17774,West,2023-09-09 17:00:00
6043,Headphones,Accessories,2,32970,West,2023-09-09 18:00:00
6044,Phone,Electronics,2,23182,South,2023-09-09 19:00:00
6045,Tablet,Electronics,1,7936,West,2023-09-09 20:00:00
6046,Laptop,Electronics,3,35565,East,2023-09-09 21:00:00
6047,Headphones,Accessories,3,6996,South,2023-09-09 22:00:00
6048,Headphones,Electronics,1,20839,North,2023-09-09 23:00:00
6049,Headphones,Electronics,2,33588,East,2023-09-10 00:00:00
6050,Laptop,Accessories,1,25867,North,2023-09-10 01:00:00
6051,Smartwatch,Accessories,4,29440,North,2023-09-10 02:00:00
6052,Smartwatch,Accessories,3,33552,East,2023-09-10 03:00:00
6053,Laptop,Electronics,4,40488,East,2023-09-10 04:00:00
6054,Headphones,Electronics,3,35511,North,2023-09-10 05:00:00
6055,Tablet,Accessories,3,653,East,2023-09-10 06:00:00
6056,Laptop,Accessories,1,3438,East,2023-09-10 07:00:00
6057,Headphones,Electronics,3,40756,South,2023-09-10 08:00:00
6058,Headphones,Electronics,2,35657,East,2023-09-10 09:00:00
6059,Phone,Electronics,4,30948,North,2023-09-10 10:00:00
6060,Laptop,Accessories,4,41576,South,2023-09-10 11:00:00
6061,Smartwatch,Accessories,2,18823,East,2023-09-10 12:00:00
6062,Headphones,Accessories,2,40597,South,2023-09-10 13:00:00
6063,Smartwatch,Electronics,1,48369,West,2023-09-10 14:00:00
6064,Smartwatch,Accessories,1,27504,North,2023-09-10 15:00:00
6065,Phone,Electronics,2,39952,South,2023-09-10 16:00:00
6066,Phone,Accessories,2,38708,East,2023-09-10 17:00:00
6067,Laptop,Accessories,2,24275,North,2023-09-10 18:00:00
6068,Laptop,Accessories,4,20392,South,2023-09-10 19:00:00
6069,Headphones,Accessories,1,7578,South,2023-09-10 20:00:00
6070,Tablet,Electronics,3,35626,North,2023-09-10 21:00:00
6071,Headphones,Electronics,4,16607,North,2023-09-10 22:00:00
6072,Smartwatch,Accessories,4,11401,North,2023-09-10 23:00:00
6073,Laptop,Accessories,4,30689,North,2023-09-11 00:00:00
6074,Laptop,Electronics,1,21844,North,2023-09-11 01:00:00
6075,Laptop,Accessories,2,47499,West,2023-09-11 02:00:00
6076,Laptop,Accessories,4,5196,East,2023-09-11 03:00:00
6077,Tablet,Accessories,2,46961,South,2023-09-11 04:00:00
6078,Headphones,Accessories,4,27246,North,2023-09-11 05:00:00
6079,Laptop,Electronics,3,42370,East,2023-09-11 06:00:00
6080,Tablet,Electronics,4,43971,South,2023-09-11 07:00:00
6081,Phone,Accessories,2,43764,West,2023-09-11 08:00:00
6082,Tablet,Electronics,4,38201,West,2023-09-11 09:00:00
6083,Laptop,Accessories,3,41104,East,2023-09-11 10:00:00
6084,Laptop,Electronics,4,15683,East,2023-09-11 11:00:00
6085,Tablet,Electronics,3,19106,South,2023-09-11 12:00:00
6086,Laptop,Accessories,2,31301,West,2023-09-11 13:00:00
6087,Laptop,Electronics,2,27246,East,2023-09-11 14:00:00
6088,Tablet,Electronics,2,23574,East,2023-09-11 15:00:00
6089,Headphones,Accessories,1,1706,North,2023-09-11 16:00:00
6090,Smartwatch,Accessories,2,10280,West,2023-09-11 17:00:00
6091,Headphones,Electronics,1,23943,West,2023-09-11 18:00:00
6092,Tablet,Electronics,4,6851,North,2023-09-11 19:00:00
6093,Laptop,Electronics,2,33918,North,2023-09-11 20:00:00
6094,Headphones,Accessories,4,8812,South,2023-09-11 21:00:00
6095,Tablet,Accessories,4,36037,East,2023-09-11 22:00:00
6096,Tablet,Electronics,4,2370,South,2023-09-11 23:00:00
6097,Phone,Accessories,1,43739,North,2023-09-12 00:00:00
6098,Laptop,Electronics,3,44260,West,2023-09-12 01:00:00
6099,Phone,Electronics,2,15780,North,2023-09-12 02:00:00
6100,Smartwatch,Accessories,4,18349,South,2023-09-12 03:00:00
6101,Tablet,Accessories,1,32211,South,2023-09-12 04:00:00
6102,Tablet,Accessories,2,22213,North,2023-09-12 05:00:00
6103,Laptop,Electronics,2,39096,North,2023-09-12 06:00:00
6104,Phone,Accessories,4,40606,South,2023-09-12 07:00:00
6105,Phone,Accessories,2,10142,East,2023-09-12 08:00:00
6106,Laptop,Electronics,4,38019,South,2023-09-12 09:00:00
6107,Phone,Electronics,3,2967,West,2023-09-12 10:00:00
6108,Laptop,Accessories,3,36744,South,2023-09-12 11:00:00
6109,Phone,Electronics,4,2923,North,2023-09-12 12:00:00
6110,Laptop,Accessories,2,27240,East,2023-09-12 13:00:00
6111,Smartwatch,Accessories,1,29968,South,2023-09-12 14:00:00
6112,Laptop,Accessories,4,11513,North,2023-09-12 15:00:00
6113,Laptop,Electronics,4,3324,South,2023-09-12 16:00:00
6114,Phone,Accessories,4,47868,West,2023-09-12 17:00:00
6115,Phone,Accessories,3,8906,East,2023-09-12 18:00:00
6116,Laptop,Electronics,3,26414,West,2023-09-12 19:00:00
6117,Laptop,Electronics,4,14703,East,2023-09-12 20:00:00
6118,Phone,Electronics,3,42699,East,2023-09-12 21:00:00
6119,Tablet,Accessories,3,5552,West,2023-09-12 22:00:00
6120,Headphones,Accessories,2,16677,East,2023-09-12 23:00:00
6121,Smartwatch,Electronics,2,49524,West,2023-09-13 00:00:00
6122,Laptop,Electronics,3,20173,West,2023-09-13 01:00:00
6123,Phone,Electronics,1,36506,West,2023-09-13 02:00:00
6124,Headphones,Electronics,3,15079,West,2023-09-13 03:00:00
6125,Laptop,Electronics,2,2226,West,2023-09-13 04:00:00
6126,Phone,Accessories,1,47416,East,2023-09-13 05:00:00
6127,Phone,Electronics,1,32921,East,2023-09-13 06:00:00
6128,Tablet,Electronics,2,42976,West,2023-09-13 07:00:00
6129,Laptop,Accessories,2,39515,East,2023-09-13 08:00:00
6130,Headphones,Electronics,3,30438,South,2023-09-13 09:00:00
6131,Smartwatch,Accessories,1,2729,East,2023-09-13 10:00:00
6132,Tablet,Accessories,2,9724,East,2023-09-13 11:00:00
6133,Smartwatch,Accessories,4,20457,West,2023-09-13 12:00:00
6134,Laptop,Electronics,1,6629,West,2023-09-13 13:00:00
6135,Headphones,Electronics,2,30157,North,2023-09-13 14:00:00
6136,Headphones,Accessories,2,38674,North,2023-09-13 15:00:00
6137,Headphones,Accessories,3,5802,South,2023-09-13 16:00:00
6138,Phone,Electronics,3,39906,North,2023-09-13 17:00:00
6139,Headphones,Electronics,1,33254,West,2023-09-13 18:00:00
6140,Phone,Electronics,4,47992,North,2023-09-13 19:00:00
6141,Headphones,Electronics,1,32511,East,2023-09-13 20:00:00
6142,Smartwatch,Accessories,3,10087,South,2023-09-13 21:00:00
6143,Smartwatch,Electronics,1,728,South,2023-09-13 22:00:00
6144,Headphones,Electronics,1,3410,East,2023-09-13 23:00:00
6145,Headphones,Electronics,2,20381,North,2023-09-14 00:00:00
6146,Phone,Electronics,1,23505,South,2023-09-14 01:00:00
6147,Phone,Electronics,3,10446,West,2023-09-14 02:00:00
6148,Phone,Electronics,3,5444,South,2023-09-14 03:00:00
6149,Laptop,Electronics,4,9096,West,2023-09-14 04:00:00
6150,Phone,Accessories,1,3139,East,2023-09-14 05:00:00
6151,Phone,Electronics,4,14544,North,2023-09-14 06:00:00
6152,Laptop,Electronics,4,48551,West,2023-09-14 07:00:00
6153,Headphones,Accessories,1,18879,North,2023-09-14 08:00:00
6154,Tablet,Accessories,4,41515,South,2023-09-14 09:00:00
6155,Laptop,Electronics,2,2648,East,2023-09-14 10:00:00
6156,Phone,Electronics,2,38740,East,2023-09-14 11:00:00
6157,Laptop,Accessories,2,37119,South,2023-09-14 12:00:00
6158,Smartwatch,Electronics,3,45366,South,2023-09-14 13:00:00
6159,Smartwatch,Electronics,2,2395,East,2023-09-14 14:00:00
6160,Headphones,Accessories,3,49853,South,2023-09-14 15:00:00
6161,Phone,Electronics,1,35326,East,2023-09-14 16:00:00
6162,Smartwatch,Electronics,2,34153,South,2023-09-14 17:00:00
6163,Laptop,Accessories,4,46999,West,2023-09-14 18:00:00
6164,Phone,Accessories,3,36712,West,2023-09-14 19:00:00
6165,Headphones,Accessories,2,2177,South,2023-09-14 20:00:00
6166,Phone,Accessories,2,44659,West,2023-09-14 21:00:00
6167,Phone,Accessories,4,43371,South,2023-09-14 22:00:00
6168,Laptop,Electronics,1,12527,South,2023-09-14 23:00:00
6169,Phone,Accessories,3,17250,North,2023-09-15 00:00:00
6170,Laptop,Accessories,4,23331,East,2023-09-15 01:00:00
6171,Laptop,Accessories,2,4711,West,2023-09-15 02:00:00
6172,Phone,Accessories,3,41221,East,2023-09-15 03:00:00
6173,Headphones,Accessories,1,8343,North,2023-09-15 04:00:00
6174,Headphones,Electronics,2,25882,South,2023-09-15 05:00:00
6175,Tablet,Electronics,1,30383,North,2023-09-15 06:00:00
6176,Smartwatch,Accessories,4,45207,West,2023-09-15 07:00:00
6177,Phone,Accessories,4,21986,East,2023-09-15 08:00:00
6178,Phone,Accessories,1,17494,North,2023-09-15 09:00:00
6179,Laptop,Accessories,3,15899,East,2023-09-15 10:00:00
6180,Headphones,Accessories,1,3493,South,2023-09-15 11:00:00
6181,Phone,Electronics,2,42924,West,2023-09-15 12:00:00
6182,Headphones,Accessories,4,16510,East,2023-09-15 13:00:00
6183,Tablet,Electronics,1,27199,East,2023-09-15 14:00:00
6184,Phone,Electronics,4,10329,South,2023-09-15 15:00:00
6185,Laptop,Electronics,2,24168,North,2023-09-15 16:00:00
6186,Headphones,Electronics,2,46176,North,2023-09-15 17:00:00
6187,Smartwatch,Electronics,2,22587,East,2023-09-15 18:00:00
6188,Headphones,Accessories,2,29692,North,2023-09-15 19:00:00
6189,Headphones,Accessories,3,6215,East,2023-09-15 20:00:00
6190,Smartwatch,Electronics,1,41986,South,2023-09-15 21:00:00
6191,Headphones,Electronics,2,36254,North,2023-09-15 22:00:00
6192,Tablet,Electronics,3,37865,South,2023-09-15 23:00:00
6193,Phone,Electronics,3,49936,East,2023-09-16 00:00:00
6194,Phone,Accessories,2,9407,South,2023-09-16 01:00:00
6195,Phone,Accessories,4,14808,South,2023-09-16 02:00:00
6196,Headphones,Electronics,4,36356,West,2023-09-16 03:00:00
6197,Smartwatch,Electronics,4,31791,South,2023-09-16 04:00:00
6198,Headphones,Accessories,4,20132,South,2023-09-16 05:00:00
6199,Phone,Accessories,3,49294,West,2023-09-16 06:00:00
6200,Smartwatch,Electronics,3,13940,East,2023-09-16 07:00:00
6201,Phone,Electronics,3,39663,South,2023-09-16 08:00:00
6202,Phone,Accessories,1,29860,North,2023-09-16 09:00:00
6203,Tablet,Accessories,4,12463,West,2023-09-16 10:00:00
6204,Tablet,Accessories,3,22176,South,2023-09-16 11:00:00
6205,Headphones,Accessories,2,49176,East,2023-09-16 12:00:00
6206,Tablet,Electronics,1,44822,North,2023-09-16 13:00:00
6207,Smartwatch,Electronics,1,22478,West,2023-09-16 14:00:00
6208,Laptop,Electronics,2,16026,West,2023-09-16 15:00:00
6209,Smartwatch,Accessories,2,18187,South,2023-09-16 16:00:00
6210,Phone,Electronics,4,42299,South,2023-09-16 17:00:00
6211,Phone,Accessories,3,36393,East,2023-09-16 18:00:00
6212,Tablet,Accessories,3,4159,South,2023-09-16 19:00:00
6213,Phone,Electronics,3,47411,East,2023-09-16 20:00:00
6214,Laptop,Electronics,2,1604,East,2023-09-16 21:00:00
6215,Headphones,Electronics,3,26194,East,2023-09-16 22:00:00
6216,Headphones,Electronics,4,45202,East,2023-09-16 23:00:00
6217,Smartwatch,Accessories,2,48558,North,2023-09-17 00:00:00
6218,Headphones,Electronics,2,29052,North,2023-09-17 01:00:00
6219,Tablet,Accessories,1,24995,South,2023-09-17 02:00:00
6220,Tablet,Electronics,1,43855,North,2023-09-17 03:00:00
6221,Phone,Accessories,2,32273,North,2023-09-17 04:00:00
6222,Tablet,Accessories,1,14530,West,2023-09-17 05:00:00
6223,Tablet,Accessories,3,5289,North,2023-09-17 06:00:00
6224,Headphones,Accessories,2,12064,East,2023-09-17 07:00:00
6225,Laptop,Electronics,2,27854,South,2023-09-17 08:00:00
6226,Phone,Electronics,2,13167,West,2023-09-17 09:00:00
6227,Smartwatch,Accessories,3,33516,South,2023-09-17 10:00:00
6228,Headphones,Accessories,1,37926,North,2023-09-17 11:00:00
6229,Phone,Electronics,2,22745,South,2023-09-17 12:00:00
6230,Headphones,Electronics,2,41955,South,2023-09-17 13:00:00
6231,Tablet,Accessories,4,13424,East,2023-09-17 14:00:00
6232,Smartwatch,Accessories,4,21565,North,2023-09-17 15:00:00
6233,Smartwatch,Electronics,3,16667,South,2023-09-17 16:00:00
6234,Laptop,Electronics,2,24003,South,2023-09-17 17:00:00
6235,Phone,Electronics,2,21488,North,2023-09-17 18:00:00
6236,Smartwatch,Electronics,4,37389,West,2023-09-17 19:00:00
6237,Headphones,Accessories,4,27759,North,2023-09-17 20:00:00
6238,Phone,Electronics,2,12970,North,2023-09-17 21:00:00
6239,Tablet,Electronics,4,24933,East,2023-09-17 22:00:00
6240,Laptop,Accessories,3,4318,North,2023-09-17 23:00:00
6241,Tablet,Electronics,2,14671,East,2023-09-18 00:00:00
6242,Smartwatch,Electronics,1,46515,North,2023-09-18 01:00:00
6243,Tablet,Electronics,4,19011,North,2023-09-18 02:00:00
6244,Headphones,Electronics,4,47889,North,2023-09-18 03:00:00
6245,Headphones,Electronics,1,31960,East,2023-09-18 04:00:00
6246,Phone,Accessories,2,41301,East,2023-09-18 05:00:00
6247,Laptop,Accessories,4,22332,West,2023-09-18 06:00:00
6248,Laptop,Electronics,2,11215,West,2023-09-18 07:00:00
6249,Headphones,Electronics,3,40037,South,2023-09-18 08:00:00
6250,Tablet,Electronics,4,7990,West,2023-09-18 09:00:00
6251,Tablet,Electronics,4,32004,South,2023-09-18 10:00:00
6252,Phone,Electronics,2,40825,West,2023-09-18 11:00:00
6253,Smartwatch,Accessories,3,11370,West,2023-09-18 12:00:00
6254,Smartwatch,Electronics,2,9135,West,2023-09-18 13:00:00
6255,Phone,Electronics,3,3009,East,2023-09-18 14:00:00
6256,Smartwatch,Accessories,2,13874,North,2023-09-18 15:00:00
6257,Headphones,Accessories,3,47722,West,2023-09-18 16:00:00
6258,Laptop,Accessories,1,49348,East,2023-09-18 17:00:00
6259,Laptop,Electronics,3,29491,East,2023-09-18 18:00:00
6260,Smartwatch,Electronics,3,3020,West,2023-09-18 19:00:00
6261,Smartwatch,Accessories,3,4794,East,2023-09-18 20:00:00
6262,Smartwatch,Electronics,4,38267,East,2023-09-18 21:00:00
6263,Laptop,Electronics,2,45600,South,2023-09-18 22:00:00
6264,Smartwatch,Electronics,1,13098,West,2023-09-18 23:00:00
6265,Tablet,Electronics,3,39880,South,2023-09-19 00:00:00
6266,Tablet,Accessories,3,3213,North,2023-09-19 01:00:00
6267,Headphones,Accessories,3,2226,East,2023-09-19 02:00:00
6268,Phone,Accessories,3,1099,North,2023-09-19 03:00:00
6269,Headphones,Accessories,4,19627,South,2023-09-19 04:00:00
6270,Laptop,Electronics,2,31118,North,2023-09-19 05:00:00
6271,Tablet,Electronics,4,20634,East,2023-09-19 06:00:00
6272,Phone,Electronics,3,19053,North,2023-09-19 07:00:00
6273,Tablet,Electronics,2,17864,East,2023-09-19 08:00:00
6274,Smartwatch,Electronics,1,36781,South,2023-09-19 09:00:00
6275,Laptop,Accessories,2,24192,East,2023-09-19 10:00:00
6276,Phone,Accessories,4,10604,South,2023-09-19 11:00:00
6277,Headphones,Accessories,1,42022,South,2023-09-19 12:00:00
6278,Laptop,Electronics,2,20077,South,2023-09-19 13:00:00
6279,Headphones,Electronics,1,4371,West,2023-09-19 14:00:00
6280,Headphones,Accessories,1,36793,East,2023-09-19 15:00:00
6281,Headphones,Accessories,1,20969,East,2023-09-19 16:00:00
6282,Smartwatch,Electronics,2,34775,North,2023-09-19 17:00:00
6283,Headphones,Electronics,2,34209,West,2023-09-19 18:00:00
6284,Tablet,Accessories,3,4989,East,2023-09-19 19:00:00
6285,Phone,Accessories,2,39590,East,2023-09-19 20:00:00
6286,Phone,Accessories,4,30751,North,2023-09-19 21:00:00
6287,Laptop,Accessories,2,44644,North,2023-09-19 22:00:00
6288,Tablet,Accessories,4,15437,North,2023-09-19 23:00:00
6289,Headphones,Accessories,4,648,East,2023-09-20 00:00:00
6290,Tablet,Electronics,4,2847,East,2023-09-20 01:00:00
6291,Headphones,Accessories,2,39246,West,2023-09-20 02:00:00
6292,Headphones,Accessories,3,31661,East,2023-09-20 03:00:00
6293,Phone,Accessories,3,22216,East,2023-09-20 04:00:00
6294,Smartwatch,Electronics,2,17009,West,2023-09-20 05:00:00
6295,Laptop,Accessories,1,15703,East,2023-09-20 06:00:00
6296,Phone,Electronics,1,39217,North,2023-09-20 07:00:00
6297,Headphones,Electronics,1,2482,West,2023-09-20 08:00:00
6298,Laptop,Accessories,3,7592,East,2023-09-20 09:00:00
6299,Headphones,Electronics,4,2181,South,2023-09-20 10:00:00
6300,Phone,Accessories,1,48753,North,2023-09-20 11:00:00
6301,Headphones,Electronics,3,27455,West,2023-09-20 12:00:00
6302,Laptop,Electronics,1,1731,West,2023-09-20 13:00:00
6303,Headphones,Accessories,1,13478,West,2023-09-20 14:00:00
6304,Phone,Accessories,2,13201,East,2023-09-20 15:00:00
6305,Headphones,Electronics,4,35919,East,2023-09-20 16:00:00
6306,Laptop,Accessories,2,11609,North,2023-09-20 17:00:00
6307,Tablet,Accessories,1,11045,South,2023-09-20 18:00:00
6308,Tablet,Accessories,4,19886,East,2023-09-20 19:00:00
6309,Smartwatch,Electronics,1,4192,North,2023-09-20 20:00:00
6310,Smartwatch,Electronics,3,28525,West,2023-09-20 21:00:00
6311,Phone,Accessories,4,9670,West,2023-09-20 22:00:00
6312,Headphones,Electronics,3,2946,South,2023-09-20 23:00:00
6313,Headphones,Electronics,4,15162,North,2023-09-21 00:00:00
6314,Headphones,Electronics,3,38550,South,2023-09-21 01:00:00
6315,Phone,Electronics,1,12982,East,2023-09-21 02:00:00
6316,Phone,Accessories,4,26771,South,2023-09-21 03:00:00
6317,Headphones,Accessories,2,44643,East,2023-09-21 04:00:00
6318,Laptop,Accessories,2,42613,West,2023-09-21 05:00:00
6319,Phone,Electronics,1,24236,East,2023-09-21 06:00:00
6320,Smartwatch,Electronics,1,44672,West,2023-09-21 07:00:00
6321,Laptop,Electronics,4,45665,North,2023-09-21 08:00:00
6322,Tablet,Accessories,4,17128,West,2023-09-21 09:00:00
6323,Headphones,Electronics,2,13527,North,2023-09-21 10:00:00
6324,Smartwatch,Accessories,3,20848,South,2023-09-21 11:00:00
6325,Smartwatch,Accessories,4,26307,West,2023-09-21 12:00:00
6326,Smartwatch,Electronics,3,48591,West,2023-09-21 13:00:00
6327,Smartwatch,Electronics,3,16024,East,2023-09-21 14:00:00
6328,Headphones,Accessories,4,20481,West,2023-09-21 15:00:00
6329,Smartwatch,Accessories,2,19935,East,2023-09-21 16:00:00
6330,Smartwatch,Electronics,1,25473,East,2023-09-21 17:00:00
6331,Laptop,Accessories,1,19100,South,2023-09-21 18:00:00
6332,Phone,Accessories,4,5964,South,2023-09-21 19:00:00
6333,Tablet,Accessories,3,6079,South,2023-09-21 20:00:00
6334,Headphones,Electronics,3,36755,East,2023-09-21 21:00:00
6335,Tablet,Accessories,2,40924,North,2023-09-21 22:00:00
6336,Tablet,Electronics,1,2142,East,2023-09-21 23:00:00
6337,Phone,Electronics,3,38668,South,2023-09-22 00:00:00
6338,Headphones,Electronics,4,8616,North,2023-09-22 01:00:00
6339,Laptop,Accessories,1,16790,South,2023-09-22 02:00:00
6340,Phone,Accessories,4,26001,South,2023-09-22 03:00:00
6341,Smartwatch,Accessories,4,26302,South,2023-09-22 04:00:00
6342,Smartwatch,Electronics,2,45082,East,2023-09-22 05:00:00
6343,Tablet,Accessories,3,4162,East,2023-09-22 06:00:00
6344,Laptop,Electronics,1,34764,South,2023-09-22 07:00:00
6345,Tablet,Accessories,4,18659,South,2023-09-22 08:00:00
6346,Smartwatch,Electronics,3,47542,East,2023-09-22 09:00:00
6347,Headphones,Electronics,4,32113,East,2023-09-22 10:00:00
6348,Phone,Accessories,2,29032,East,2023-09-22 11:00:00
6349,Laptop,Accessories,4,9282,West,2023-09-22 12:00:00
6350,Phone,Electronics,4,5987,East,2023-09-22 13:00:00
6351,Phone,Accessories,2,15983,East,2023-09-22 14:00:00
6352,Tablet,Electronics,1,1496,West,2023-09-22 15:00:00
6353,Smartwatch,Accessories,3,2387,East,2023-09-22 16:00:00
6354,Laptop,Accessories,3,6893,West,2023-09-22 17:00:00
6355,Phone,Accessories,4,18126,North,2023-09-22 18:00:00
6356,Laptop,Accessories,1,4334,East,2023-09-22 19:00:00
6357,Laptop,Electronics,1,18783,North,2023-09-22 20:00:00
6358,Smartwatch,Electronics,2,36880,East,2023-09-22 21:00:00
6359,Phone,Electronics,1,25701,South,2023-09-22 22:00:00
6360,Laptop,Accessories,1,2834,North,2023-09-22 23:00:00
6361,Laptop,Accessories,4,19593,North,2023-09-23 00:00:00
6362,Phone,Electronics,3,29011,South,2023-09-23 01:00:00
6363,Phone,Electronics,2,38597,West,2023-09-23 02:00:00
6364,Phone,Accessories,1,31603,West,2023-09-23 03:00:00
6365,Tablet,Electronics,3,18826,South,2023-09-23 04:00:00
6366,Phone,Electronics,1,42617,West,2023-09-23 05:00:00
6367,Smartwatch,Accessories,1,19344,East,2023-09-23 06:00:00
6368,Laptop,Electronics,4,8193,West,2023-09-23 07:00:00
6369,Tablet,Electronics,4,30151,West,2023-09-23 08:00:00
6370,Phone,Accessories,1,42805,South,2023-09-23 09:00:00
6371,Headphones,Accessories,4,3572,West,2023-09-23 10:00:00
6372,Tablet,Accessories,3,41483,North,2023-09-23 11:00:00
6373,Tablet,Electronics,3,1374,South,2023-09-23 12:00:00
6374,Tablet,Electronics,3,24897,West,2023-09-23 13:00:00
